Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Using OpenMP portable shared memory parallel programming /,Parallel programming (Computer science); Application program interfaces (Computer software); Electronic books.,QA,1282096192; 9781282096196; 0262255901; 9780262255905; 9786612096198; 6612096195; 1435609093; 9781435609099; 0262533022; 9780262533027,"Chapman, Barbara, 1954-",(MiAaPQ)EBC3338748; (PQKB)10200585; (PQKBWorkID)10319108; (PQKBTitleCode)TC266221; (PQKBTitleCode)TC0000266221; (PQKBManifestationID)11234833; (SSID)ssj266221; (SSID)ssj0000266221; (CKB)1000000000480284,2008.,,The MIT Press,Scientific and engineering computation.,9982734764902771,991000000000480284
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Using advanced MPI : modern features of the Message-Passing-Interface /,Parallel programming (Computer science); Parallel computers--Programming.; Computer interfaces.; Electronic books.,QA,0262326639; 9780262326636; 1322317828; 9781322317823; 0262527634; 9780262527637,"Gropp, William, author.",(MiAaPQ)EBC3339899; (PQKB)10049565; (PQKBWorkID)11297296; (PQKBTitleCode)TC1370315; (PQKBTitleCode)TC0001370315; (PQKBManifestationID)11883290; (SSID)ssj1370315; (SSID)ssj0001370315; (CaPaEBR)ebrary10985049; (OCoLC)899001819; (CKB)3710000000277100,2014.,,The MIT Press,Scientific and engineering computation.,9982725651602771,993710000000277100
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Warren's abstract machine : a tutorial reconstruction,Prolog (Computer program language); Logic programming; Electronic digital computers; Engineering & Applied Sciences; Computer Science,QA,0262255588; 9780262255585,"Aït-Kaci, Hassan Author",(PQKB)10312352; (PQKBWorkID)10720817; (PQKBTitleCode)TC715560; (PQKBTitleCode)TC0000715560; (PQKBManifestationID)11426689; (SSID)ssj715560; (SSID)ssj0000715560; (CKB)2670000000263544,1991,,MIT Press,,9982748463702771,992670000000263544
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QA,Available,Women and information technology research on underrepresentation /,Computers and women.; Sex differences in education.; Women computer scientists.; Electronic books.,QA,9786612096211; 6612096217; 0262255928; 9780262255929; 1282096214; 9781282096219; 1429477237; 9781429477239; 0262033453; 9780262033459,"Cohoon, J. McGrath.",(MiAaPQ)EBC3338649; (StDuBDS)EDZ130699; (StDuBDS)EDZ0000130699; (PQKB)11237515; (PQKBWorkID)10312889; (PQKBTitleCode)TC273125; (PQKBTitleCode)TC0000273125; (PQKBManifestationID)11221441; (SSID)ssj273125; (SSID)ssj0000273125; (EBL)3338649; (CKB)1000000000461550,c2006.,,MIT Press,,9982732589302771,991000000000461550
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QB,Available,Structures technology for large radio and radar telescope systems /,Radio telescopes.; Radar telescopes.; Electronic books.; Astronomy & Astrophysics; Physical Sciences & Mathematics; Astrophysics,QB,026231083X; 9780262310833,,(PQKB)10948153; (PQKBWorkID)10877524; (PQKBTitleCode)TC937697; (PQKBTitleCode)TC0000937697; (PQKBManifestationID)11600264; (SSID)ssj937697; (SSID)ssj0000937697; (IEEE)6276881; (IDAMS)b000064818c200e; (IDAMS)0b000064818c200e; (CaBNVSL)mat6276881; (CaBNVSL)mat06276881; (CKB)2670000000263758,2003,,MIT Press,,9982748689002771,992670000000263758
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QB,Available,Working on Mars voyages of scientific discovery with the Mars exploration rovers /,Roving vehicles (Astronautics); Space probes.; Electronic books.; Mars Exploration Rover Mission (U.S.); Mars (Planet)--Exploration.; Mars (Planet)--Geology.,QB,128359319X; 9781283593199; 9786613905642; 661390564X; 0262305712; 9780262305716; 0262526808; 9780262526807; 026201775X; 9780262017756,"Clancey, William J.",(MiAaPQ)EBC3339496; (PQKB)10923446; (PQKBWorkID)10722130; (PQKBTitleCode)TC711999; (PQKBTitleCode)TC0000711999; (PQKBManifestationID)11433859; (SSID)ssj711999; (SSID)ssj0000711999; (EBL)3339496; (CKB)2670000000241642,c2012.,,MIT Press,,9982747027202771,992670000000241642
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,A case for climate engineering /,Climate change mitigation.; Global warming--Prevention.; Environmental engineering.; Sulfuric acid--Environmental aspects.; Environmental geotechnology.; Environmental policy.; Electronic books.,QC,0262317788; 9780262317788; 0262019825; 9780262019828; 1299939074; 9781299939073,"Keith, David W.",(MiAaPQ)EBC3339686; (PQKB)10556292; (PQKBWorkID)11036972; (PQKBTitleCode)TC1003298; (PQKBTitleCode)TC0001003298; (PQKBManifestationID)11554140; (SSID)ssj1003298; (SSID)ssj0001003298; (CKB)2550000001123441,[2013],,MIT Press,,9982754535302771,992550000001123441
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,"A vast machine computer models, climate data, and the politics of global warming /",Weather forecasting.; Climatology--History.; Meteorology--History.; Climatology--Technological innovations.; Global temperature changes.; Electronic books.,QC,1282899317; 9781282899315; 9786612899317; 661289931X; 0262294109; 9780262294102; 0262518635; 9780262518635; 0262013924; 9780262013925,"Edwards, Paul N.",(MiAaPQ)EBC3339172; (PQKB)10020316; (PQKBWorkID)10456212; (PQKBTitleCode)TC430519; (PQKBTitleCode)TC0000430519; (PQKBManifestationID)11301614; (SSID)ssj430519; (SSID)ssj0000430519; (CKB)2560000000053535,c2010.,,MIT Press,,9982702943602771,992560000000053535
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,"Clouds in the perturbed climate system their relationship to energy balance, atmospheric dynamics, and precipitation /",Cloud physics--Congresses.; Clouds--Dynamics--Congresses.; Climatic changes--Congresses.; Electronic books.,QC,0262255448; 9780262255448; 0262012871; 9780262012874,"Ernst Strüngmann Forum Frankfurt, Germany) (2008 :; Ernst Strüngmann Forum Corporate Author; Heintzenberg, Jost.",(MiAaPQ)EBC3338984; (StDuBDS)EDZ130764; (StDuBDS)EDZ0000130764; (PQKB)11406980; (PQKBWorkID)10015180; (PQKBTitleCode)TC123901; (PQKBTitleCode)TC0000123901; (PQKBManifestationID)11159789; (SSID)ssj123901; (SSID)ssj0000123901; (EBL)3338984; (CKB)1000000000721247,c2009.,,MIT Press,Strüngmann Forum reports.,9982699508202771,991000000000721247
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,Electron-stream interaction with plasmas /,Plasma (Ionized gases); Electrons.; Electronic books.; Physics; Physical Sciences & Mathematics; Electricity & Magnetism,QC,0262310740; 9780262310741,"Briggs, Richard J., author.",(PQKB)11571779; (PQKBWorkID)10868997; (PQKBTitleCode)TC937639; (PQKBTitleCode)TC0000937639; (PQKBManifestationID)11583981; (SSID)ssj937639; (SSID)ssj0000937639; (IEEE)6276872; (IDAMS)b000064818c1ff1; (IDAMS)0b000064818c1ff1; (CaBNVSL)mat6276872; (CaBNVSL)mat06276872; (CKB)2670000000263749,1964,,MIT Press,M.I.T. Press research monographs ; 29.; Special technical report (Massachusetts Institute of Technology. Research Laboratory of Electronics) ; no. 10.,9982748690602771,992670000000263749
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,"Electronic processes in solids : based on lectures given [at] Massachusetts Institute of Technology, May, 1957 /",Electric conductivity.; Solids.; Electrons.; Electronic books.; Physics; Physical Sciences & Mathematics; Electricity & Magnetism,QC,026225557X; 9780262255578,"Aigrain, Pierre R., author.",(PQKB)11428584; (PQKBWorkID)10876888; (PQKBTitleCode)TC937638; (PQKBTitleCode)TC0000937638; (PQKBManifestationID)11502506; (SSID)ssj937638; (SSID)ssj0000937638; (IEEE)6267207; (IDAMS)b000064818b417d; (IDAMS)0b000064818b417d; (CaBNVSL)mat6267207; (CaBNVSL)mat06267207; (CKB)2670000000263543,1960,,MIT Press,Technology Press research monographs,9982748463802771,992670000000263543
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,Functional differential geometry,"Geometry, Differential.; Functional differential equations.; Mathematical physics.; Electronic books.",QC,0262315602; 9780262315609; 0262019345; 9780262019347,"Sussman, Gerald Jay.",(MiAaPQ)EBC3339642; (PQKB)11644416; (PQKBWorkID)11004720; (PQKBTitleCode)TC950126; (PQKBTitleCode)TC0000950126; (PQKBManifestationID)11577442; (SSID)ssj950126; (SSID)ssj0000950126; (EBL)3339642; (CKB)2670000000417710,c2013.,,MIT Press,,9982749382802771,992670000000417710
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,Histories of the electron : the birth of microphysics /,"Thomson, J. J.--(Joseph John),--1856-1940.; Thomson, J. J.,--Sir--(Joseph John),--1856-1940.; Electrons--History.; Electronic books.; Physics; Physical Sciences & Mathematics; Nuclear Physics",QC,0262269481; 9780262269483; 1423730704; 9781423730705; 0262524244; 9780262524247,"Buchwald, Jed Z Author",(PQKB)11059436; (PQKBWorkID)10152322; (PQKBTitleCode)TC171891; (PQKBTitleCode)TC0000171891; (PQKBManifestationID)11155930; (SSID)ssj171891; (SSID)ssj0000171891; (IEEE)6267374; (IDAMS)b000064818b4396; (IDAMS)0b000064818b4396; (CaBNVSL)mat6267374; (CaBNVSL)mat06267374; (CKB)1000000000456862,2004,,MIT Press,Dibner Institute studies in the history of science and technology.,9982732124002771,991000000000456862
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,Structure and interpretation of classical mechanics /,Mechanics.; Electronic books.,QC,0262326663; 9780262326667; 0262028964; 9780262028967,"Sussman, Gerald Jay, author.",(MiAaPQ)EBC3339940; (PQKB)10375400; (PQKBWorkID)11411689; (PQKBTitleCode)TC1441147; (PQKBTitleCode)TC0001441147; (PQKBManifestationID)12465563; (SSID)ssj1441147; (SSID)ssj0001441147; (CKB)3710000000356142,2014.,Second edition.,The MIT Press,,9982723273002771,993710000000356142
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,The art of insight in science and engineering : mastering complexity /,Statistical physics.; Estimation theory.; Hypothesis.; Problem solving.; Electronic books.,QC,0262325233; 9780262325233; 132239492X; 9781322394923; 0262526549; 9780262526548,"Mahajan, Sanjoy, 1969- author.",(MiAaPQ)EBC3339904; (PQKB)11117139; (PQKBWorkID)11459699; (PQKBTitleCode)TC1382317; (PQKBTitleCode)TC0001382317; (PQKBManifestationID)12586475; (SSID)ssj1382317; (SSID)ssj0001382317; (CaPaEBR)ebrary10988129; (OCoLC)899008386; (CKB)3710000000280492,[2014],,The MIT Press,,9982725981602771,993710000000280492
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QC,Available,The rapid evaluation of potential fields in particle systems /,Potential theory (Mathematics); Particles.; Algorithms.; Mathematical physics.; Electronic books.,QC,0262256258; 9780262256254,"Greengard, Leslie, author.",(IEEE)6267271; (IDAMS)b000064818b423f; (IDAMS)0b000064818b423f; (CaBNVSL)mat6267271; (CaBNVSL)mat06267271; (CKB)2670000000263568,c1988.,,IEEE Xplore; MIT Press,ACM distinguished dissertations,9982748355902771,992670000000263568
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QD,Available,Paul Lauterbur and the invention of MRI,"Chemists--United States--Biography.; Nobel Prize winners--United States--Biography.; Magnetic resonance imaging--History.; Nuclear magnetic resonance spectroscopy--History.; Electronic books.; Lauterbur, Paul C.,--1929-2007.",QD,0262316714; 9780262316712; 0262019213; 9780262019217; 1299814476; 9781299814479,"Dawson, M. Joan, 1944-",(MiAaPQ)EBC3339658; (PQKB)10298948; (PQKBWorkID)10972386; (PQKBTitleCode)TC981236; (PQKBTitleCode)TC0000981236; (PQKBManifestationID)11505257; (SSID)ssj981236; (SSID)ssj0000981236; (EBL)3339658; (CKB)2550000001112818,c2013.,,MIT Press,,9982753417202771,992550000001112818
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QD,Available,Thermodynamics for chemical engineers /,Thermodynamics.; Electronic books.; Mechanical Engineering; Engineering & Applied Sciences; Mechanical Engineering - General,QD,0262310953; 9780262310956,"Bett, K.E. author.",(PQKB)11373108; (PQKBWorkID)10877003; (PQKBTitleCode)TC937701; (PQKBTitleCode)TC0000937701; (PQKBManifestationID)11530674; (SSID)ssj937701; (SSID)ssj0000937701; (IEEE)6276889; (IDAMS)b000064818c202a; (IDAMS)0b000064818c202a; (CaBNVSL)mat6276889; (CaBNVSL)mat06276889; (CKB)2670000000263766,2003,,MIT Press,,9982748687502771,992670000000263766
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QE,Available,Solving problems in environmental engineering and geosciences with artificial neural networks /,Earth sciences--Data processing.; Environmental engineering--Data processing.; Neural networks (Computer science); Electronic books; Earth sciences--Data processing; Environmental engineering--Data processing; Geology - General; Geology; Earth & Environme,QE,058534101X; 9780585341019; 0262271915; 9780262271912; 0262041480; 9780262041485,"Dowla, Farid U.",(PQKB)10252099; (PQKBWorkID)10877598; (PQKBTitleCode)TC937693; (PQKBTitleCode)TC0000937693; (PQKBManifestationID)11502509; (SSID)ssj937693; (SSID)ssj0000937693; (PQKB)10161793; (PQKBWorkID)10202427; (PQKBTitleCode)TC248526; (PQKBTitleCode)TC0000248526; (PQKBManifestationID)12044489; (SSID)ssj248526; (SSID)ssj0000248526; (MH)7132931-5; (MH)007132931-5; (CKB)111004366547760,c1995.,,MIT Press,,9982694964902771,99111004366547760
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QE,Available,Tectonic faults agents of change on a dynamic Earth /,Faults (Geology)--Congresses.; Geodynamics--Congresses.; Electronic books.,QE,1282098772; 9781282098770; 9786612098772; 6612098775; 0262274841; 9780262274845; 142947713X; 9781429477130; 0262083620; 9780262083621,"Dahlem Workshop on the Dynamics of Fault Zones Berlin, Germany) (2005 :; Dahlem Workshop on the Dynamics of Fault Zones Corporate Author",(MiAaPQ)EBC3338702; (PQKB)10089609; (PQKBWorkID)10224012; (PQKBTitleCode)TC256644; (PQKBTitleCode)TC0000256644; (PQKBManifestationID)11203973; (SSID)ssj256644; (SSID)ssj0000256644; (CKB)1000000000472982,c2007.,,In cooperation with the Freie Universität Berlin; MIT Press,Dahlem workshop reports ; 95.,9982734190302771,991000000000472982
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QH,Available,"Adaptation in natural and artificial systems : an introductory analysis with applications to biology, control, and artificial intelligence /",Adaptive control systems--Mathematical models.; Adaptation (Biology)--Mathematical models.; Electronic books.; Adaptation (Biology)--Mathematical models; Adaptive control systems--Mathematical models; Earth & Environmental Sciences; Ecology,QH,0262082136; 9780262082136; 0585038449; 9780585038445; 0262275554; 9780262275552; 0262581116; 9780262581110,"Holland, John H. 1929-2015. (John Henry),",(PQKB)10951654; (PQKBWorkID)10115010; (PQKBTitleCode)TC97103; (PQKBTitleCode)TC0000097103; (PQKBManifestationID)11126398; (SSID)ssj97103; (SSID)ssj0000097103; (IEEE)6267401; (IDAMS)b000064818b43d9; (IDAMS)0b000064818b43d9; (CaBNVSL)mat6267401; (CaBNVSL)mat06267401; (CKB)111004366638690,1992,1st MIT Press ed.,MIT Press,Bradford book.; Complex adaptive systems.,9982695055202771,99111004366638690
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QH,Available,Artificial Life: An Overview,Biology; Health & Biological Sciences; Biology - General; Biological systems--Computer simulation; Biological systems--Simulation methods; Artificial intelligence,QH,0262121891; 9780262121897; 0585036152; 9780585036151; 0262277921; 9780262277921; 0262621126; 9780262621120,"Langton, Christopher G Author",(PQKB)11576302; (PQKBWorkID)10319374; (PQKBTitleCode)TC355078; (PQKBTitleCode)TC0000355078; (PQKBManifestationID)12091322; (SSID)ssj355078; (SSID)ssj0000355078; (PQKB)10833131; (PQKBWorkID)10877034; (PQKBTitleCode)TC937618; (PQKBTitleCode)TC0000937618; (PQKBManifestationID)11596149; (SSID)ssj937618; (SSID)ssj0000937618; (PQKB)10527683; (PQKBWorkID)10107985; (PQKBTitleCode)TC106139; (PQKBTitleCode)TC0000106139; (PQKBManifestationID)12016256; (SSID)ssj106139; (SSID)ssj0000106139; (CKB)111004366639800,1995,,MIT Press,,9982695106502771,99111004366639800
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,QH,Available,Artificial life IX : proceedings of the Ninth International Conference on the Simulation and Synthesis of Artificial Life /,Biological systems--Computer simulation--Congresses.; Computer Simulation--Congresses.; Electronic books.,QH,0262291398; 9780262291392,"International Conference on the Simulation and Synthesis of Artificial Life Boston, Mass.) 2004 : (9th :",(IEEE)6267522; (IDAMS)b000064818b4556; (IDAMS)0b000064818b4556; (CaBNVSL)mat6267522; (CaBNVSL)mat06267522; (CKB)2670000000263690,c2004.,,IEEE Xplore; MIT Press,Complex adaptive systems,9982748340902771,992670000000263690
